순번,판매자명,구분,상품명,부제,시리즈명,시리즈번호,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,대여가,정가,판매가,할인액,할인율,마일리지,출간일,분야,수량,장바구니에 담은 날짜
384,알라딘 직배송,국내도서,지정학의 힘,시파워와 랜드파워의 세계사,,,8957337105,9.79E+12,3900,아카넷,김동기 지음,0,"18,000","16,200","1,800",10%,900점,20201118,국내도서>사회과학>지리학/지정학>지정학,1,2021-09-22
385,알라딘 직배송,국내도서,지리 대전,일촉즉발 남중국해의 위험한 지정학,,,8967358938,9.79E+12,3900,글항아리,"로버트 D. 캐플런 지음, 김용민.최난경 옮김",0,"17,000","15,300","1,700",10%,510점,20210412,국내도서>사회과학>지리학/지정학>지정학,1,2021-09-22
386,알라딘 직배송,국내도서,디그로쓰,지구를 식히고 세계를 치유할 단 하나의 시스템 디자인,,,K402734570,9.79E+12,3320,산현재,"요르고스 칼리스 외 지음, 우석영 외 옮김",0,"15,500","13,950","1,550",10%,770점,20210827,국내도서>사회과학>환경/생태문제>환경문제,1,2021-09-22
387,알라딘 직배송,국내도서,"빌 게이츠, 기후재앙을 피하는 법",우리가 가진 솔루션과 우리에게 필요한 돌파구,,,8934991364,9.79E+12,3300,김영사,"빌 게이츠 지음, 김민주.이엽 옮김",0,"17,800","16,020","1,780",10%,890점,20210216,국내도서>사회과학>환경/생태문제>환경문제,1,2021-09-22
388,알라딘 직배송,국내도서,지구를 위한 변론,미래 세대와 자연의 권리를 위하여,,,8934944226,9.79E+12,3300,김영사,강금실 지음,0,"14,800","13,320","1,480",10%,740점,20210913,국내도서>사회과학>환경/생태문제>환경문제,1,2021-09-22
389,알라딘 직배송,국내도서,기후정의선언 2021,기후 정의 체제 전환,팸플릿 시리즈 (한티재) 22,86247,K052734119,9.79E+12,4300,한티재,기후정의포럼 지음,0,"9,000","8,100",900,10%,450점,20210913,국내도서>사회과학>환경/생태문제>환경문제,1,2021-09-22
390,알라딘 직배송,국내도서,대혼란의 시대,기후 위기는 문화의 위기이자 상상력의 위기다,,,8962632209,9.79E+12,3300,에코리브르,"아미타브 고시 지음, 김홍옥 옮김",0,"15,000","13,500","1,500",10%,750점,20210420,국내도서>사회과학>환경/생태문제>환경문제,1,2021-09-22
391,알라딘 직배송,국내도서,침묵의 봄,개정판,레이첼 카슨 전집 5,621941,8962630613,9.79E+12,3300,에코리브르,"레이첼 카슨 지음, 김은령 옮김, 홍욱희 감수",0,"18,000","16,200","1,800",10%,900점,20111230,국내도서>사회과학>환경/생태문제>환경학 일반,1,2021-09-22
392,알라딘 직배송,국내도서,자연 기계,"인간과 자연, 환경과 과학기술에 대한 거대한 질문",,,8993166811,9.79E+12,3300,이음,"리처드 화이트 지음, 이두갑.김주희 옮김",0,"15,000","13,500","1,500",10%,750점,20180430,국내도서>사회과학>환경/생태문제>환경학 일반,1,2021-09-22
393,알라딘 직배송,국내도서,우리는 결국 지구를 위한 답을 찾을 것이다,지구와의 공존을 모색하는 가장 쉬운 기후 수업,,,8968333211,9.79E+12,3300,블랙피쉬,김백민 지음,0,"16,800","15,120","1,680",10%,840점,20210617,국내도서>사회과학>환경/생태문제>환경학 일반,1,2021-09-22
394,알라딘 직배송,국내도서,멋진 신세계,,에디터스 컬렉션 2,633092,8931010834,9.79E+12,3840,문예출판사,"올더스 헉슬리 지음, 이덕형 옮김",0,"11,500","10,350","1,150",10%,570점,20180320,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,1,2021-09-22
395,알라딘 직배송,국내도서,제5도살장 (리커버 에디션),,커트 보니것 리커버 컬렉션,902037,8954644937,9.79E+12,4840,문학동네,"커트 보니것 지음, 정영목 옮김",0,"13,500","12,150","1,350",10%,670점,20200713,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,1,2021-09-22
396,알라딘 직배송,국내도서,마션,스페셜 에디션,앤디 위어 우주 3부작,979461,892558865X,9.79E+12,3840,알에이치코리아(RHK),"앤디 위어 지음, 박아람 옮김",0,"16,500","14,850","1,650",10%,820점,20210504,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,1,2021-09-22
397,알라딘 직배송,국내도서,죽은 등산가의 호텔,,스트루가츠키 형제 걸작선,1006119,K632734608,9.79E+12,3890,현대문학,아르카디 나타노비치 스트루가츠키,0,"15,000","13,500","1,500",10%,750점,20210913,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,1,2021-09-22
398,알라딘 직배송,국내도서,듄 신장판 1,,,,K262738793,9.79E+12,4840,황금가지,"프랭크 허버트 지음, 김승욱 옮김",0,"25,000","22,500","2,500",10%,"1,250점",20210122,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,1,2021-09-22
399,알라딘 직배송,국내도서,천 개의 파랑,2019년 제4회 한국과학문학상 장편소설 부문 대상 수상작,,,K882632470,9.79E+12,3810,허블,천선란 지음,0,"14,000","12,600","1,400",10%,700점,20200819,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,1,2021-09-22
400,알라딘 직배송,국내도서,우리가 빛의 속도로 갈 수 없다면,2019 제43회 오늘의 작가상 수상작,,,K462635914,9.79E+12,3810,허블,김초엽 지음,0,"14,000","12,600","1,400",10%,700점,20190624,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,1,2021-09-22
401,알라딘 직배송,국내도서,지구 끝의 온실,,,,K082733434,9.79E+12,3810,자이언트북스,김초엽 지음,0,"15,000","13,500","1,500",10%,750점,20210818,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,1,2021-09-22
402,알라딘 직배송,국내도서,변신.시골의사,,민음사 세계문학전집 4,13679,8937460041,9.79E+12,4850,민음사,"프란츠 카프카 지음, 전영애 옮김",0,"8,500","7,650",850,10%,420점,19980805,국내도서>소설/시/희곡>독일소설,1,2021-09-22
403,알라딘 직배송,국내도서,"초판본 싯다르타 (리커버 한정판, 양장 블랙벨벳 에디션)",1922년 오리지널 초판본 표지디자인,더스토리 초판본 시리즈,103666,K702639134,9.79E+12,3850,더스토리,"헤르만 헤세 지음, 박진권 옮김",0,"12,000","10,800","1,200",10%,600점,20200625,국내도서>소설/시/희곡>독일소설,1,2021-09-22
404,알라딘 직배송,국내도서,수레바퀴 아래서,,민음사 세계문학전집 50,13679,8937460505,9.79E+12,4850,민음사,"헤르만 헤세 지음, 김이섭 옮김",0,"8,000","7,200",800,10%,400점,20010810,국내도서>소설/시/희곡>독일소설,1,2021-09-22
405,알라딘 직배송,국내도서,데미안 (오리지널 초판본 표지디자인),최신 원전 완역본,코너스톤 초판본 컬렉션,119038,K042535550,9.79E+12,4850,코너스톤,"헤르만 헤세 지음, 이미영 옮김, 김선형",0,"3,300","2,970",330,10%,160점,20170101,국내도서>소설/시/희곡>독일소설,1,2021-09-22
406,알라딘 직배송,국내도서,변신,,일러스트와 함께 읽는 세계명작,72674,8954600204,9.79E+12,3850,문학동네,"프란츠 카프카 지음, 이재황 옮김, 루이스 스카파티 그림",0,"9,500","8,550",950,10%,470점,20050730,국내도서>소설/시/희곡>독일소설,1,2021-09-22
407,알라딘 직배송,국내도서,소송 (리커버 특별판),,문학동네 세계문학전집 200번 출간 기념 리커버 컬렉션,1004124,8954610234,9.79E+12,4850,문학동네,"프란츠 카프카 지음, 권혁준 옮김",0,"13,000","11,700","1,300",10%,650점,20210813,국내도서>소설/시/희곡>독일소설,1,2021-09-22
408,알라딘 직배송,국내도서,싯다르타,,민음사 세계문학전집 58,13679,8937460580,9.79E+12,4850,민음사,"헤르만 헤세 지음, 박병덕 옮김",0,"7,000","6,300",700,10%,350점,20020120,국내도서>소설/시/희곡>독일소설,1,2021-09-22
409,알라딘 직배송,국내도서,"초판본 데미안 (리커버 한정판, 패브릭 양장)",헤르만 헤세 탄생 140주년 기념 초호화 패브릭 양장,더스토리 초판본 시리즈,103666,K732531655,9.79E+12,3850,더스토리,"헤르만 헤세 지음, 이순학 옮김",0,"12,000","10,800","1,200",10%,600점,20171030,국내도서>소설/시/희곡>독일소설,1,2021-09-22
410,알라딘 직배송,국내도서,데미안,,민음사 세계문학전집 44,13679,8937460440,9.79E+12,4850,민음사,"헤르만 헤세 지음, 전영애 옮김",0,"8,000","7,200",800,10%,400점,20001220,국내도서>소설/시/희곡>독일소설,1,2021-09-22
411,알라딘 직배송,국내도서,꿈 (2021 서울국제도서전 리커버 특별판),,,,K372734679,9.79E+12,2850,워크룸프레스(Workroom),"프란츠 카프카 지음, 배수아 옮김, 신신 디자인",0,"16,000","14,400","1,600",10%,800점,20210915,국내도서>소설/시/희곡>독일소설,1,2021-09-22
412,알라딘 직배송,국내도서,젊은 베르테르의 슬픔 (무선),,문학동네 세계문학전집 42,15441,8954611826,9.79E+12,4850,문학동네,"요한 볼프강 폰 괴테 지음, 안장혁 옮김",0,"9,000","8,100",900,10%,450점,20100823,국내도서>소설/시/희곡>독일소설,1,2021-09-22
413,알라딘 직배송,국내도서,데미안 + 수레바퀴 아래서 초판본 리커버 디자인 고급 벨벳 양장본 세트 - 전2권,,코너스톤 초판본 리커버,855260,K972637302,9.79E+12,4850,코너스톤,"헤르만 헤세 지음, 이미영 외 옮김, 김선형 해설",0,"15,000","13,500","1,500",10%,750점,20200130,국내도서>소설/시/희곡>독일소설,1,2021-09-22
414,알라딘 직배송,국내도서,마의 산 -상,,을유세계문학전집 1,6106,8932403317,9.79E+12,4850,을유문화사,"토마스 만 지음, 홍성광 옮김",0,"15,000","13,500","1,500",10%,750점,20080620,국내도서>소설/시/희곡>독일소설,1,2021-09-22
415,알라딘 직배송,국내도서,"초판본 데미안 + 수레바퀴 아래서 세트 - 전2권 (리커버 한정판, 패브릭 양장)",헤르만 헤세 탄생 140주년 기념 초호화 패브릭 양장,,,K862531655,9.79E+12,4850,더스토리,"헤르만 헤세 지음, 이순학 옮김",0,"22,000","19,800","2,200",10%,"1,100점",20171030,국내도서>소설/시/희곡>독일소설,1,2021-09-22
416,알라딘 직배송,국내도서,꿈,,제안들 1,71967,8994207341,9.79E+12,4800,워크룸프레스(Workroom),"프란츠 카프카 지음, 배수아 옮김",0,"13,000","11,700","1,300",10%,650점,20140131,국내도서>소설/시/희곡>독일소설,1,2021-09-22
417,알라딘 직배송,국내도서,헤르만 헤세 초판본 데미안 + 수레바퀴 아래서 세트 - 전2권 (오리지널 초판본 디자인),최신 원전 완역본,코너스톤 초판본 컬렉션,119038,K152535551,9.79E+12,4850,코너스톤,"헤르만 헤세 지음, 박지희.이미영 옮김, 김선형 해설",0,"11,000","9,900","1,100",10%,550점,20170101,국내도서>소설/시/희곡>독일소설,1,2021-09-22
418,알라딘 직배송,국내도서,삶의 한가운데,,민음사 세계문학전집 28,13679,8937460289,9.79E+12,4850,민음사,"루이제 린저 지음, 박찬일 옮김",0,"11,000","9,900","1,100",10%,550점,19990625,국내도서>소설/시/희곡>독일소설,1,2021-09-22
419,알라딘 직배송,국내도서,초판본 싯다르타 (패브릭 양장),1922년 오리지널 초판본 표지디자인,더스토리 초판본 시리즈,103666,K682639230,9.79E+12,3850,더스토리,"헤르만 헤세 지음, 박진권 옮김",0,"12,000","10,800","1,200",10%,600점,20200520,국내도서>소설/시/희곡>독일소설,1,2021-09-22
420,알라딘 직배송,국내도서,소설 주술회전 2,새벽의 가시밭길,,,K582733545,9.79E+12,,서울미디어코믹스(서울문화사),"아쿠타미 게게.기타구니 발라드 지음, 유유리 옮김",0,"7,800","7,020",780,10%,390점,20210827,국내도서>소설/시/희곡>라이트 노벨>기타 라이트노벨,1,2021-09-22
421,알라딘 직배송,국내도서,책벌레의 하극상 제4부 귀족원의 자칭 도서위원 9,"사서가 되기 위해서라면 뭐든지 할 수 있어, V+",,,K542734318,9.79E+12,4830,길찾기,"카즈키 미야 지음, 시이나 유우 그림, 김봄 옮김",0,"10,000","9,000","1,000",10%,500점,20210916,국내도서>소설/시/희곡>라이트 노벨>기타 라이트노벨,1,2021-09-22
422,알라딘 직배송,국내도서,악령 1,,민음사 세계문학전집 384,13679,8937463849,9.79E+12,4800,민음사,"표도르 도스토옙스키 지음, 김연경 옮김",0,"13,000","11,700","1,300",10%,650점,20210625,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
423,알라딘 직배송,국내도서,카라마조프 가의 형제들 세트 - 전3권,,민음사 세계문학전집,13679,8937486067,9.79E+12,14800,민음사,"표도르 도스토옙스키 지음, 김연경 옮김",0,"26,000","23,400","2,600",10%,"1,300점",20121106,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
424,알라딘 직배송,국내도서,지하로부터의 수기,,민음사 세계문학전집 239,13679,8937462397,9.79E+12,4800,민음사,"표도르 도스토예프스키 지음, 김연경 옮김",0,"9,000","8,100",900,10%,450점,20100226,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
425,알라딘 직배송,국내도서,톨스토이 단편선 1,,클래식 레터북 Classic Letter Book 1,13148,8958560762,9.79E+12,4890,인디북(인디아이),"레프 니콜라예비치 톨스토이 지음, 권희정.김은경 옮김, 이일선 그림",0,"9,000","8,100",900,10%,450점,20051223,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
426,알라딘 직배송,국내도서,사람은 무엇으로 사는가 (러시아 원전 번역본),톨스토이 단편선,현대지성 클래식 34,112548,K712738584,9.79E+12,3890,현대지성,"레프 니콜라예비치 톨스토이 지음, 홍대화 옮김",0,"7,700","6,930",770,10%,380점,20210205,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
427,알라딘 직배송,국내도서,이반 일리치의 죽음,,창비세계문학 7,39294,8936464078,9.79E+12,3890,창비,"레프 니콜라예비치 톨스토이 지음, 이강은 옮김",0,"10,000","9,000","1,000",10%,500점,20121009,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
428,알라딘 직배송,국내도서,죄와 벌 - 상,,열린책들 세계문학 1,14733,8932909156,9.79E+12,3890,열린책들,"도스또예프스끼 지음, 홍대화 옮김",0,"9,800","8,820",980,10%,490점,20091215,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
429,알라딘 직배송,국내도서,죄와 벌 - 하,,열린책들 세계문학 2,14733,8932909164,9.79E+12,3890,열린책들,"도스또예프스끼 지음, 홍대화 옮김",0,"9,800","8,820",980,10%,490점,20091215,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
430,알라딘 직배송,국내도서,"이반 데니소비치, 수용소의 하루",,민음사 세계문학전집 13,13679,8937460130,9.79E+12,4890,민음사,"알렉산드르 솔제니친 지음, 이영의 옮김",0,"7,000","6,300",700,10%,350점,19980930,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
431,알라딘 직배송,국내도서,부활 2,,민음사 세계문학전집 90,13679,8937443678,9.79E+12,,민음사,"레프 니콜라예비치 톨스토이 지음, 연진희 옮김",0,"10,000","9,000","1,000",10%,500점,20191227,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
432,알라딘 직배송,국내도서,부활 1,,민음사 세계문학전집 89,13679,893744366X,9.79E+12,,민음사,"레프 니콜라예비치 톨스토이 지음, 연진희 옮김",0,"10,000","9,000","1,000",10%,500점,20191227,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
433,알라딘 직배송,국내도서,우리들,,열린책들 세계문학 37,14733,8932909547,9.79E+12,3890,열린책들,"예브게니 이바노비치 자먀찐 지음, 석영중 옮김",0,"11,800","10,620","1,180",10%,590점,20091204,국내도서>소설/시/희곡>러시아소설,1,2021-09-22
